X                                                                                ->    Y                                                                               	Std Lift            	Lift                	Confidence          	Interest            
Neuropathy due to type 2 diabetes mellitus (disorder)                            ->    Diabetic retinopathy associated with type II diabetes mellitus (disorder)       	0.4890423655263318  	133.14479926023787  	0.3735763097949886  	0.37077052006928696 
Diabetic retinopathy associated with type II diabetes mellitus (disorder)        ->    Neuropathy due to type 2 diabetes mellitus (disorder)                           	0.4890423655263318  	133.14479926023787  	0.4890496675791944  	0.485376601336304   
Child attention deficit disorder                                                 ->    Acute viral pharyngitis (disorder)                                              	0.4879770750127735  	6.780595134252374   	0.4879852125693161  	0.4160173096186968  
Acute viral pharyngitis (disorder)                                               ->    Child attention deficit disorder                                                	0.4879770750127734  	6.780595134252372   	0.017107179068863256	0.014584217775621333
Non-small cell lung cancer (disorder)                                            ->    Body mass index 30+ - obesity (finding)                                         	0.4873225728531939  	9.719090203491376   	0.48733432671947297 	0.4371923569963801  
Body mass index 30+ - obesity (finding)                                          ->    Non-small cell lung cancer (disorder)                                           	0.4873225728531939  	9.719090203491376   	0.01699825203040756 	0.01524929696624926 
Non-small cell carcinoma of lung  TNM stage 1 (disorder)                         ->    Body mass index 30+ - obesity (finding)                                         	0.4872401429633588  	9.717446384720029   	0.4872519024084098  	0.43710993268531695 
Body mass index 30+ - obesity (finding)                                          ->    Non-small cell carcinoma of lung  TNM stage 1 (disorder)                        	0.4872401429633587  	9.717446384720027   	0.016990045600396096	0.015241639184991357
Hyperlipidemia                                                                   ->    Anemia (disorder)                                                               	0.48422422641069535 	9.93413174837027    	0.4842253563345873  	0.4354817551221284  
Anemia (disorder)                                                                ->    Hyperlipidemia                                                                  	0.48422422641069535 	9.93413174837027    	0.18182636786240897 	0.1635231711192977  
Prediabetes                                                                      ->    Malignant neoplasm of breast (disorder)                                         	0.48422159847517265 	9.963834052668608   	0.02946248394789947 	0.026505541490592227
Malignant neoplasm of breast (disorder)                                          ->    Prediabetes                                                                     	0.48422159847517254 	9.963834052668606   	0.484228592633825   	0.43562997185449415 
Rheumatoid arthritis                                                             ->    Body mass index 30+ - obesity (finding)                                         	0.4841513345772248  	9.656533425028234   	0.4841976066277999  	0.43405563690470705 
Body mass index 30+ - obesity (finding)                                          ->    Rheumatoid arthritis                                                            	0.4841513345772248  	9.656533425028234   	0.004316582186028826	0.0038695706140664783
Anemia (disorder)                                                                ->    Alzheimer's disease (disorder)                                                  	0.48382113345011896 	9.925928004477322   	0.04730535889152775 	0.042539521493735875
Alzheimer's disease (disorder)                                                   ->    Anemia (disorder)                                                               	0.4838211334501189  	9.92592800447732    	0.4838254763138203  	0.4350818751013614  
Body mass index 30+ - obesity (finding)                                          ->    Recurrent urinary tract infection                                               	0.483040102216686   	9.633746674795466   	0.013373745442011998	0.011985526933318863
Recurrent urinary tract infection                                                ->    Body mass index 30+ - obesity (finding)                                         	0.483040102216686   	9.633746674795466   	0.48305503408754075 	0.4329130643644479  
Major depression disorder                                                        ->    Prediabetes                                                                     	0.48272706593434506 	9.933466290112296   	0.48275276125743416 	0.4341541404781033  
Prediabetes                                                                      ->    Major depression disorder                                                       	0.48272706593434506 	9.933466290112296   	0.008018288810803945	0.0072110893321299906
Gout                                                                             ->    Prediabetes                                                                     	0.48153958667590385 	9.908854940014015   	0.48155668358714043 	0.4329580628078096  
Prediabetes                                                                      ->    Gout                                                                            	0.48153958667590385 	9.908854940014015   	0.012048600821303077	0.010832658021227529
Tubal pregnancy                                                                  ->    Body mass index 30+ - obesity (finding)                                         	0.4789530962168961  	9.552058019258386   	0.47895900399488034 	0.42881703427178747 
Body mass index 30+ - obesity (finding)                                          ->    Tubal pregnancy                                                                 	0.4789530962168961  	9.552058019258386   	0.033780401403846624	0.030243948700592493
Prediabetes                                                                      ->    Primary fibromyalgia syndrome                                                   	0.47866879457952877 	9.85031008940556    	0.004823391614806034	0.00433372260225446 
Primary fibromyalgia syndrome                                                    ->    Prediabetes                                                                     	0.47866879457952877 	9.85031008940556    	0.47871148459383756 	0.4301128638145067  
Miscarriage in first trimester                                                   ->    Primary fibromyalgia syndrome                                                   	0.47614757972257865 	17.19581987153089   	0.008420260136507277	0.007930591123955702
Primary fibromyalgia syndrome                                                    ->    Miscarriage in first trimester                                                  	0.47614757972257854 	17.195819871530887  	0.47619047619047616 	0.44849825332770654 
Pathological fracture due to osteoporosis (disorder)                             ->    Fracture of forearm                                                             	0.4753791194673261  	78.83993311542692   	0.47538800092656935 	0.4693582139627655  
Fracture of forearm                                                              ->    Pathological fracture due to osteoporosis (disorder)                            	0.4753791194673261  	78.83993311542692   	0.1867336957758013  	0.1843651791066863  
Body mass index 40+ - severely obese (finding)                                   ->    Acute viral pharyngitis (disorder)                                              	0.47366307584597017 	6.582034197312647   	0.47369519832985385 	0.4017272953792346  
Acute viral pharyngitis (disorder)                                               ->    Body mass index 40+ - severely obese (finding)                                  	0.47366307584597017 	6.582034197312647   	0.004324441767741837	0.0036674348853547103
Osteoarthritis of knee                                                           ->    Anemia (disorder)                                                               	0.47330895130785583 	9.710227878871976   	0.4733114754098361  	0.4245678741973772  
Anemia (disorder)                                                                ->    Osteoarthritis of knee                                                          	0.47330895130785583 	9.710227878871976   	0.0812444424434114  	0.0728775489516338  
Major depression disorder                                                        ->    Acute viral pharyngitis (disorder)                                              	0.47236121541594656 	6.563862587222834   	0.4723874256584537  	0.40041952270783443 
Acute viral pharyngitis (disorder)                                               ->    Major depression disorder                                                       	0.4723612154159465  	6.563862587222833   	0.0052983464584937445	0.00449114697981979 
Rheumatoid arthritis                                                             ->    Prediabetes                                                                     	0.470649049462054   	9.685388703025177   	0.4706965326787358  	0.42209791189940493 
Prediabetes                                                                      ->    Rheumatoid arthritis                                                            	0.470649049462054   	9.685388703025177   	0.0043294808292056505	0.0038824692572433026
Metastasis from malignant tumor of prostate (disorder)                           ->    Body mass index 30+ - obesity (finding)                                         	0.4697719691369364  	9.36948131125244    	0.4698042482299042  	0.4196622785068113  
Body mass index 30+ - obesity (finding)                                          ->    Metastasis from malignant tumor of prostate (disorder)                          	0.4697719691369364  	9.36948131125244    	0.006171235368619158	0.005512582539971354
Acute viral pharyngitis (disorder)                                               ->    Tear of meniscus of knee                                                        	0.4697018554520214  	6.526939159522091   	0.004909546934201398	0.004157349493071753
Tear of meniscus of knee                                                         ->    Acute viral pharyngitis (disorder)                                              	0.4697018554520214  	6.526939159522091   	0.4697301239970824  	0.39776222104646314 
Acute viral pharyngitis (disorder)                                               ->    Contact dermatitis                                                              	0.4691306507006091  	6.518959493341845   	0.005507993260808246	0.0046630741803270976
Contact dermatitis                                                               ->    Acute viral pharyngitis (disorder)                                              	0.4691306507006091  	6.518959493341845   	0.46915584415584416 	0.3971879412052249  
Familial Alzheimer's disease of early onset (disorder)                           ->    Anemia (disorder)                                                               	0.4685792889169347  	9.613591397945859   	0.46860106532099804 	0.4198574641085392  
Anemia (disorder)                                                                ->    Familial Alzheimer's disease of early onset (disorder)                          	0.46857928891693457 	9.613591397945857   	0.009407043886406357	0.008428528834433546
Anemia (disorder)                                                                ->    Osteoarthritis of hip                                                           	0.4675543309641885  	9.592258520250637   	0.02970971263914996 	0.026612453263119958
Osteoarthritis of hip                                                            ->    Anemia (disorder)                                                               	0.4675543309641885  	9.592258520250637   	0.46756122403790795 	0.4188176228254491  
Acute viral pharyngitis (disorder)                                               ->    Bleeding from anus                                                              	0.4660433979655731  	6.476202283423216   	0.003928018723365327	0.0033214875263056455
Acute viral pharyngitis (disorder)                                               ->    Protracted diarrhea                                                             	0.4660433979655731  	6.476202283423216   	0.003928018723365327	0.0033214875263056455
Protracted diarrhea                                                              ->    Acute viral pharyngitis (disorder)                                              	0.4660433979655731  	6.476202283423216   	0.466078697421981   	0.3941107944713617  
Bleeding from anus                                                               ->    Acute viral pharyngitis (disorder)                                              	0.4660433979655731  	6.476202283423216   	0.466078697421981   	0.3941107944713617  
Localized  primary osteoarthritis of the hand                                    ->    Anemia (disorder)                                                               	0.46495097877965136 	9.538834204508861   	0.46495713049634235 	0.41621352928388344 
Anemia (disorder)                                                                ->    Localized  primary osteoarthritis of the hand                                   	0.4649509787796513  	9.53883420450886    	0.03326654885584683 	0.029779063053847858
Injury of anterior cruciate ligament                                             ->    Acute viral pharyngitis (disorder)                                              	0.4645950698557004  	6.455938499844211   	0.4646203554119548  	0.3926524524613355  
Acute viral pharyngitis (disorder)                                               ->    Injury of anterior cruciate ligament                                            	0.46459506985570037 	6.45593849984421    	0.005481310940513673	0.0046322769943808306
Miscarriage in first trimester                                                   ->    Body mass index 30+ - obesity (finding)                                         	0.46396546355191753 	9.253051730360474   	0.4639662397099468  	0.41382426998685395 
Body mass index 30+ - obesity (finding)                                          ->    Miscarriage in first trimester                                                  	0.46396546355191753 	9.253051730360474   	0.2562375706778785  	0.22854534781510885 
Closed fracture of hip                                                           ->    Acute viral pharyngitis (disorder)                                              	0.4637417487549594  	6.4438965833237765  	0.4637537239324727  	0.39178582098185344 
Acute viral pharyngitis (disorder)                                               ->    Closed fracture of hip                                                          	0.4637417487549593  	6.443896583323776   	0.011570597607739397	0.009775007399528567
Primary small cell malignant neoplasm of lung  TNM stage 1 (disorder)            ->    Acute viral pharyngitis (disorder)                                              	0.46369196015839215 	6.4440070203569375  	0.4637616718541574  	0.3917937689035381  
Acute viral pharyngitis (disorder)                                               ->    Primary small cell malignant neoplasm of lung  TNM stage 1 (disorder)           	0.4636919601583921  	6.444007020356937   	0.0019878328619456747	0.0016793551002570216
Small cell carcinoma of lung (disorder)                                          ->    Acute viral pharyngitis (disorder)                                              	0.46348584806330995 	6.441143017236779   	0.46355555555555555 	0.3915876526049363  
Acute viral pharyngitis (disorder)                                               ->    Small cell carcinoma of lung (disorder)                                         	0.4634858480633099  	6.4411430172367785  	0.0019878328619456747	0.0016792179380686319
Chronic kidney disease stage 1 (disorder)                                        ->    Acute viral pharyngitis (disorder)                                              	0.46331620644628163 	6.43788469046619    	0.4633210606107484  	0.3913531576601291  
Acute viral pharyngitis (disorder)                                               ->    Chronic kidney disease stage 1 (disorder)                                       	0.4633162064462816  	6.4378846904661895  	0.02854055331508771 	0.024107334224141085
Pathological fracture due to osteoporosis (disorder)                             ->    Acute viral pharyngitis (disorder)                                              	0.46321769051138595 	6.4365746237296175  	0.4632267778549919  	0.3912588749043726  
Acute viral pharyngitis (disorder)                                               ->    Pathological fracture due to osteoporosis (disorder)                            	0.4632176905113859  	6.436574623729617   	0.015245134288306282	0.012876617619191271
Acute viral pharyngitis (disorder)                                               ->    Preeclampsia                                                                    	0.46307953479519426 	6.434623663765553   	0.020263316383707014	0.01711420970046567 
Preeclampsia                                                                     ->    Acute viral pharyngitis (disorder)                                              	0.4630795347951942  	6.434623663765552   	0.4630863713576375  	0.39111846840701825 
Diabetic renal disease (disorder)                                                ->    Acute viral pharyngitis (disorder)                                              	0.46296752308988764 	6.433035288086743   	0.4629720592909359  	0.3910041563403166  
Acute viral pharyngitis (disorder)                                               ->    Diabetic renal disease (disorder)                                               	0.46296752308988764 	6.433035288086743   	0.03053791557713859 	0.025790869399156112
Acute viral pharyngitis (disorder)                                               ->    Fracture of forearm                                                             	0.46283849250239456 	6.431229000444822   	0.038778940788119505	0.03274915382431565 
Fracture of forearm                                                              ->    Acute viral pharyngitis (disorder)                                              	0.46283849250239456 	6.431229000444822   	0.46284206455722116 	0.3908741616066019  
Acute viral pharyngitis (disorder)                                               ->    Seasonal allergic rhinitis                                                      	0.46249300156118883 	6.426521369996719   	0.013493630548969682	0.011393951769098671
Seasonal allergic rhinitis                                                       ->    Acute viral pharyngitis (disorder)                                              	0.46249300156118883 	6.426521369996719   	0.4625032662660047  	0.3905353633153854  
Metastasis from malignant tumor of prostate (disorder)                           ->    Acute viral pharyngitis (disorder)                                              	0.46248289565688644 	6.4266930052088584  	0.4625156184922949  	0.3905477155416756  
Acute viral pharyngitis (disorder)                                               ->    Metastasis from malignant tumor of prostate (disorder)                          	0.46248289565688644 	6.4266930052088584  	0.004232959526731873	0.0035743066980840686
Fetus with unknown complication                                                  ->    Acute viral pharyngitis (disorder)                                              	0.46232506513645294 	6.424105947074077   	0.46232943334352333 	0.39036153039290405 
Acute viral pharyngitis (disorder)                                               ->    Fetus with unknown complication                                                 	0.46232506513645294 	6.424105947074077   	0.03170622003003667 	0.026770713005206608
Facial laceration                                                                ->    Acute viral pharyngitis (disorder)                                              	0.46231353723507734 	6.423947774748123   	0.46231805001291953 	0.39035014706230026 
Acute viral pharyngitis (disorder)                                               ->    Facial laceration                                                               	0.4623135372350773  	6.423947774748122   	0.03069038597882186 	0.025912889795016845
Fracture subluxation of wrist                                                    ->    Acute viral pharyngitis (disorder)                                              	0.4621075294712865  	6.421086474208577   	0.462112128213377   	0.3901442252627577  
Acute viral pharyngitis (disorder)                                               ->    Fracture subluxation of wrist                                                   	0.4621075294712865  	6.421086474208577   	0.030114810212467504	0.02542482350485518 
Antepartum eclampsia                                                             ->    Acute viral pharyngitis (disorder)                                              	0.46186307871185645 	6.4177220458703275  	0.4618699973612455  	0.38990209441062623 
Acute viral pharyngitis (disorder)                                               ->    Antepartum eclampsia                                                            	0.4618630787118563  	6.417722045870326   	0.020015551980971692	0.01689675814136449 
Acute Cholecystitis                                                              ->    Acute viral pharyngitis (disorder)                                              	0.4617101345724391  	6.416320283211829   	0.4617691154422789  	0.3898012124916596  
Cholelithiasis                                                                   ->    Acute viral pharyngitis (disorder)                                              	0.4617101345724391  	6.416320283211829   	0.4617691154422789  	0.3898012124916596  
Acute viral pharyngitis (disorder)                                               ->    Acute Cholecystitis                                                             	0.461710134572439   	6.416320283211827   	0.0023480441859224078	0.0019820954672984297
Acute viral pharyngitis (disorder)                                               ->    Cholelithiasis                                                                  	0.461710134572439   	6.416320283211827   	0.0023480441859224078	0.0019820954672984297
Carcinoma in situ of prostate (disorder)                                         ->    Alcoholism                                                                      	0.46153810827883107 	127.69026102798135  	0.17675406974538002 	0.17536982894015019 
Alcoholism                                                                       ->    Carcinoma in situ of prostate (disorder)                                        	0.461538108278831   	127.69026102798134  	0.46155370590566785 	0.45793907075503154 
Fracture of rib                                                                  ->    Acute viral pharyngitis (disorder)                                              	0.4613909069954655  	6.411192038659563   	0.4614000464360344  	0.3894321434854151  
Acute viral pharyngitis (disorder)                                               ->    Fracture of rib                                                                 	0.4613909069954654  	6.411192038659562   	0.015149840287254237	0.012786810105674817
Anemia (disorder)                                                                ->    Osteoporosis (disorder)                                                         	0.461363131545508   	9.465159886411204   	0.07179518926645881 	0.06420998308631465 
Osteoporosis (disorder)                                                          ->    Anemia (disorder)                                                               	0.461363131545508   	9.465159886411204   	0.46136597891539033 	0.4126223777029314  
Acute viral pharyngitis (disorder)                                               ->    Laceration of foot                                                              	0.46134590592288754 	6.410502672962804   	0.030576033177559407	0.02580635523849261 
Laceration of foot                                                               ->    Acute viral pharyngitis (disorder)                                              	0.46134590592288754 	6.410502672962804   	0.4613504342324725  	0.38938253128185324 
Acute viral pharyngitis (disorder)                                               ->    Cardiac Arrest                                                                  	0.46133518385031524 	6.410341467791307   	0.037946071218924626	0.032026562654586165
Cardiac Arrest                                                                   ->    Acute viral pharyngitis (disorder)                                              	0.46133518385031524 	6.410341467791307   	0.4613388326343351  	0.38937092968371584 
Acute viral pharyngitis (disorder)                                               ->    History of cardiac arrest (situation)                                           	0.46133518385031524 	6.410341467791307   	0.037946071218924626	0.032026562654586165
History of cardiac arrest (situation)                                            ->    Acute viral pharyngitis (disorder)                                              	0.46133518385031524 	6.410341467791307   	0.4613388326343351  	0.38937092968371584 
Tubal pregnancy                                                                  ->    Prediabetes                                                                     	0.4613056091526329  	9.492280019992702   	0.4613117170228445  	0.41271309624351366 
Prediabetes                                                                      ->    Tubal pregnancy                                                                 	0.4613056091526329  	9.492280019992702   	0.033568999336748374	0.030032546633494243
Acute viral pharyngitis (disorder)                                               ->    Laceration of hand                                                              	0.46122229445678625 	6.4087854855007     	0.03037972753539219 	0.02563940230464081 
Laceration of hand                                                               ->    Acute viral pharyngitis (disorder)                                              	0.46122229445678625 	6.4087854855007     	0.46122685185185186 	0.3892589489012326  
Normal pregnancy                                                                 ->    Acute viral pharyngitis (disorder)                                              	0.46115118786523007 	6.407744784978424   	0.46115195481766397 	0.3891840518670447  
Acute viral pharyngitis (disorder)                                               ->    Normal pregnancy                                                                	0.46115118786523    	6.407744784978423   	0.18051733207291135 	0.15234559019953098 
Acute viral pharyngitis (disorder)                                               ->    Whiplash injury to neck                                                         	0.46105263779490363 	6.406404606799541   	0.048285470333071595	0.04074840808105226 
Whiplash injury to neck                                                          ->    Acute viral pharyngitis (disorder)                                              	0.46105263779490363 	6.406404606799541   	0.4610555050045496  	0.38908760205393034 
Acute viral pharyngitis (disorder)                                               ->    Injury of medial collateral ligament of knee                                    	0.4607910254741643  	6.402982852940667   	0.007596837763869089	0.006410384834297346
Injury of medial collateral ligament of knee                                     ->    Acute viral pharyngitis (disorder)                                              	0.4607910254741643  	6.402982852940667   	0.4608092485549133  	0.388841345604294   
Acute viral pharyngitis (disorder)                                               ->    Blighted ovum                                                                   	0.4607420330123265  	6.402171445213079   	0.01569492197327194 	0.0132434221801811  
Blighted ovum                                                                    ->    Acute viral pharyngitis (disorder)                                              	0.4607420330123265  	6.402171445213079   	0.46075085324232085 	0.38878295029170157 
Carcinoma in situ of prostate (disorder)                                         ->    Acute viral pharyngitis (disorder)                                              	0.4607385252154919  	6.4020832673541195  	0.46074450726672483 	0.38877660431610556 
Acute viral pharyngitis (disorder)                                               ->    Carcinoma in situ of prostate (disorder)                                        	0.4607385252154918  	6.402083267354119   	0.023141195215478794	0.019526560064842477
Malignant tumor of colon                                                         ->    Acute viral pharyngitis (disorder)                                              	0.46072720519682836 	6.402108244532918   	0.46074630482190454 	0.38877840187128526 
Acute viral pharyngitis (disorder)                                               ->    Malignant tumor of colon                                                        	0.46072720519682825 	6.402108244532916   	0.007248061720018601	0.006115925017049218
Injury of tendon of the rotator cuff of shoulder                                 ->    Acute viral pharyngitis (disorder)                                              	0.46061802089292847 	6.4004529632662415  	0.46062717770034844 	0.38865927474972917 
Acute viral pharyngitis (disorder)                                               ->    Injury of tendon of the rotator cuff of shoulder                                	0.4606180208929284  	6.400452963266241   	0.01511744032689654 	0.012755507442824238
Body mass index 30+ - obesity (finding)                                          ->    Neoplasm of prostate                                                            	0.4605181422455691  	9.18439366631628    	0.036474845924276536	0.03250345192163836 
Neoplasm of prostate                                                             ->    Body mass index 30+ - obesity (finding)                                         	0.460518142245569   	9.184393666316279   	0.4605235891413967  	0.4103816194183038  
Laceration of thigh                                                              ->    Acute viral pharyngitis (disorder)                                              	0.46042172414722987 	6.397661296272966   	0.46042626728110597 	0.3884583643304867  
Acute viral pharyngitis (disorder)                                               ->    Laceration of thigh                                                             	0.4604217241472298  	6.3976612962729655  	0.030467398016360073	0.025705126835466326
Acute viral pharyngitis (disorder)                                               ->    Hyperlipidemia                                                                  	0.4602362240386359  	6.3950370601944995  	0.11704962149222782 	0.09874642474911655 
Hyperlipidemia                                                                   ->    Acute viral pharyngitis (disorder)                                              	0.4602362240386359  	6.3950370601944995  	0.4602374065136913  	0.38826950356307205 
Laceration of forearm                                                            ->    Acute viral pharyngitis (disorder)                                              	0.46018416157358105 	6.39436029240381    	0.4601887009550109  	0.38822079800439163 
Acute viral pharyngitis (disorder)                                               ->    Laceration of forearm                                                           	0.46018416157358105 	6.39436029240381    	0.030490268576612564	0.025721962259429666
Concussion with no loss of consciousness                                         ->    Acute viral pharyngitis (disorder)                                              	0.46005026542580796 	6.39246950963295    	0.46005262528405694 	0.38808472233343766 
Acute viral pharyngitis (disorder)                                               ->    Concussion with no loss of consciousness                                        	0.4600502654258079  	6.392469509632949   	0.05864774000747105 	0.04947323555045432 
Acute viral pharyngitis (disorder)                                               ->    Neoplasm of prostate                                                            	0.45996553598922646 	6.391335159231604   	0.025382510120222912	0.021411116117584734
Neoplasm of prostate                                                             ->    Acute viral pharyngitis (disorder)                                              	0.45996553598922646 	6.391335159231604   	0.4599709884644609  	0.3880030855138416  
Acute viral pharyngitis (disorder)                                               ->    Osteoarthritis of knee                                                          	0.45991544449817323 	6.39059933568521    	0.05346946399030288 	0.04510257049852528 
Osteoarthritis of knee                                                           ->    Acute viral pharyngitis (disorder)                                              	0.45991544449817323 	6.39059933568521    	0.45991803278688526 	0.387950129836266   
Sprain of ankle                                                                  ->    Acute viral pharyngitis (disorder)                                              	0.45988455962823005 	6.390152794515829   	0.45988589615534375 	0.3879179932047245  
Acute viral pharyngitis (disorder)                                               ->    Sprain of ankle                                                                 	0.45988455962823    	6.390152794515828   	0.10354646154315293 	0.08734239493115911 
Fracture of ankle                                                                ->    Acute viral pharyngitis (disorder)                                              	0.4597283866717038  	6.388028573038268   	0.459733020390201   	0.3877651174395817  
Acute viral pharyngitis (disorder)                                               ->    Fracture of ankle                                                               	0.4597283866717037  	6.388028573038266   	0.029865139929711144	0.025189966738444917
Sprain of wrist                                                                  ->    Acute viral pharyngitis (disorder)                                              	0.45970544281413855 	6.387687418494096   	0.4597084682130749  	0.3877405652624556  
Acute viral pharyngitis (disorder)                                               ->    Sprain of wrist                                                                 	0.4597054428141385  	6.387687418494095   	0.04574112050498197 	0.03858029413571584 
Carcinoma in situ of prostate (disorder)                                         ->    Body mass index 30+ - obesity (finding)                                         	0.45967601580067474 	9.1676097324646     	0.45968200963837136 	0.4095400399152785  
Body mass index 30+ - obesity (finding)                                          ->    Carcinoma in situ of prostate (disorder)                                        	0.4596760158006747  	9.167609732464598   	0.03313756438628213 	0.029522929235645815
Chronic pain                                                                     ->    Acute viral pharyngitis (disorder)                                              	0.4596144000142382  	6.386420262038521   	0.45961727362025684 	0.38764937066963756 
Acute viral pharyngitis (disorder)                                               ->    Chronic pain                                                                    	0.4596144000142382  	6.386420262038521   	0.04815587049164081 	0.04061551634710012 
Acute viral pharyngitis (disorder)                                               ->    Atrial Fibrillation                                                             	0.4593441758064047  	6.382677923120044   	0.03670724920524803 	0.03095617580825224 
Atrial Fibrillation                                                              ->    Acute viral pharyngitis (disorder)                                              	0.4593441758064047  	6.382677923120044   	0.4593479453361635  	0.38738004238554424 
Acute viral pharyngitis (disorder)                                               ->    First degree burn                                                               	0.45927405556606393 	6.381734533832211   	0.023076395294763404	0.019460388522243192
First degree burn                                                                ->    Acute viral pharyngitis (disorder)                                              	0.45927405556606393 	6.381734533832211   	0.4592800515874521  	0.38731214863683283 
Hypertriglyceridemia (disorder)                                                  ->    Acute viral pharyngitis (disorder)                                              	0.4592699484904661  	6.381623054234639   	0.4592720286345931  	0.3873041256839738  
Acute viral pharyngitis (disorder)                                               ->    Hypertriglyceridemia (disorder)                                                 	0.45926994849046604 	6.381623054234638   	0.06651711861434899 	0.05609388959423155 
Acute viral pharyngitis (disorder)                                               ->    Hypertension                                                                    	0.45926983530401205 	6.38159977605685    	0.26708812026865286 	0.22523527307652058 
Hypertension                                                                     ->    Acute viral pharyngitis (disorder)                                              	0.45926983530401205 	6.38159977605685    	0.45927035335295313 	0.38730245040233385 
Malignant neoplasm of breast (disorder)                                          ->    Acute viral pharyngitis (disorder)                                              	0.4592653272259275  	6.381631824350856   	0.4592726598014658  	0.38730475685084653 
Acute viral pharyngitis (disorder)                                               ->    Malignant neoplasm of breast (disorder)                                         	0.4592653272259275  	6.381631824350856   	0.018870118088326105	0.015913175631018864
Acute viral pharyngitis (disorder)                                               ->    Diabetes                                                                        	0.4591731805732913  	6.380277969769344   	0.06765302310688938 	0.05704956297122775 
Diabetes                                                                         ->    Acute viral pharyngitis (disorder)                                              	0.45917318057329126 	6.3802779697693435  	0.4591752257263343  	0.387207322775715   
Metabolic syndrome X (disorder)                                                  ->    Acute viral pharyngitis (disorder)                                              	0.4591013089103872  	6.379280422907458   	0.4591034343705894  	0.38713553141997015 
Acute viral pharyngitis (disorder)                                               ->    Metabolic syndrome X (disorder)                                                 	0.4591013089103872  	6.379280422907458   	0.06509533211865247 	0.05489115111339353 
Acute viral pharyngitis (disorder)                                               ->    Osteoarthritis of hip                                                           	0.4590957829490642  	6.379271407180907   	0.01975825817813117 	0.016660998802101167
Osteoarthritis of hip                                                            ->    Acute viral pharyngitis (disorder)                                              	0.4590957829490642  	6.379271407180907   	0.459102785527656   	0.3871348825770367  
Acute viral pharyngitis (disorder)                                               ->    Rupture of patellar tendon                                                      	0.45900110119197723 	6.378166879353178   	0.006234133548824835	0.005256715794359143
Rupture of patellar tendon                                                       ->    Acute viral pharyngitis (disorder)                                              	0.4590011011919772  	6.378166879353177   	0.4590232949761437  	0.3870553920255244  
Familial Alzheimer's disease of early onset (disorder)                           ->    Acute viral pharyngitis (disorder)                                              	0.45890689929289585 	6.376857643944899   	0.4589290720493412  	0.3869611690987219  
Acute viral pharyngitis (disorder)                                               ->    Familial Alzheimer's disease of early onset (disorder)                          	0.45890689929289574 	6.376857643944898   	0.006239851188887957	0.005261336136915146
Acute viral pharyngitis (disorder)                                               ->    Miscarriage in first trimester                                                  	0.4588934877491895  	6.3763740839596315  	0.17657597218939874 	0.1488837493266291  
Miscarriage in first trimester                                                   ->    Acute viral pharyngitis (disorder)                                              	0.4588934877491895  	6.3763740839596315  	0.45889427125125065 	0.3869263683006314  
Acute viral pharyngitis (disorder)                                               ->    Impacted molars                                                                 	0.4587032349154758  	6.373759519415895   	0.04817492929185122 	0.040616606900631465
Impacted molars                                                                  ->    Acute viral pharyngitis (disorder)                                              	0.4587032349154758  	6.373759519415895   	0.4587061065239089  	0.38673820357328964 
Anemia (disorder)                                                                ->    Pathological fracture due to osteoporosis (disorder)                            	0.4586426767612942  	9.409477965271984   	0.022286505408417097	0.019917988739302086
Pathological fracture due to osteoporosis (disorder)                             ->    Anemia (disorder)                                                               	0.4586426767612942  	9.409477965271984   	0.4586518415566366  	0.4099082403441777  
Acute viral pharyngitis (disorder)                                               ->    Tubal pregnancy                                                                 	0.45859061114274624 	6.372239998587193   	0.022535125368787785	0.018998672665533654
Tubal pregnancy                                                                  ->    Acute viral pharyngitis (disorder)                                              	0.45859061114274624 	6.372239998587193   	0.45859674979637743 	0.38662884684575816 
Smokes tobacco daily                                                             ->    Acute viral pharyngitis (disorder)                                              	0.45857051399172555 	6.372035538473346   	0.4585820352307468  	0.38661413228012753 
Acute viral pharyngitis (disorder)                                               ->    Smokes tobacco daily                                                            	0.45857051399172555 	6.372035538473346   	0.012007044132557767	0.010122709988458737
Acute viral pharyngitis (disorder)                                               ->    Anemia (disorder)                                                               	0.4584627986721784  	6.370384926518792   	0.3105155024280912  	0.2617719012156323  
Anemia (disorder)                                                                ->    Acute viral pharyngitis (disorder)                                              	0.4584627986721784  	6.370384926518792   	0.45846324414979234 	0.38649534119917306 
Carcinoma in situ of prostate (disorder)                                         ->    Metastasis from malignant tumor of prostate (disorder)                          	0.45831771081114364 	126.80413599501833  	0.08351990285735969 	0.08286125002871189 
Metastasis from malignant tumor of prostate (disorder)                           ->    Carcinoma in situ of prostate (disorder)                                        	0.4583177108111436  	126.80413599501831  	0.45835068721366096 	0.45473605206302464 
Acute viral pharyngitis (disorder)                                               ->    Stroke                                                                          	0.45830719317138785 	6.368254096337181   	0.05123767848566397 	0.04319188167690688 
